,item_sku_id,dc_id,date,quantity,vendibility,original_price,discount,item_first_cate_cd,item_second_cate_cd,item_third_cate_cd,brand_code
68395,35,5,2017-12-20,0.0,1.0,,,1,7,32,158
9699,19,0,2017-12-20,21.0,1.0,0.0123765470684,8.9898989899,1,4,14,738
33157,25,5,2017-12-20,0.0,1.0,,,7,30,170,783
43768,38,1,2017-12-20,0.0,1.0,,,7,31,175,874
71626,15,5,2017-12-20,6.0,1.0,0.0336292036505,9.6282527881,1,5,21,285
53955,29,1,2017-12-20,0.0,0.0,,,7,29,148,1450
10876,31,0,2017-12-20,2.0,0.0,0.00486310788849,7.4293059126,7,30,166,90
10874,31,3,2017-12-21,1.0,0.0,0.00361295161895,10.0,7,30,166,90
20302,24,5,2017-12-21,0.0,1.0,,,7,31,314,1194
61057,26,1,2017-12-21,1.0,0.0,0.0823852981623,8.17905918058,1,3,6,332
42857,38,1,2017-12-21,0.0,1.0,,,7,31,175,874
59095,23,1,2017-12-21,0.0,1.0,,,7,30,170,958
52345,11,2,2017-12-21,0.0,1.0,,,7,30,540,1264
71549,15,1,2017-12-21,21.0,1.0,0.0336292036505,10.0,1,5,21,285
39263,30,3,2017-12-21,0.0,1.0,,,7,29,144,1125
67812,35,0,2017-12-21,11.0,1.0,0.0018752344043,10.0,1,7,32,158
66867,34,1,2017-12-21,38.0,1.0,0.000487560945118,2.94871794872,7,30,166,207
34825,28,3,2017-12-21,1.0,0.0,,,1,4,18,648
67602,35,2,2017-12-21,0.0,1.0,,,1,7,32,158
29163,39,0,2017-12-21,48.0,1.0,0.0198124765596,7.53091872792,1,5,21,738
67796,35,1,2017-12-21,4.0,1.0,0.0018752344043,10.0,1,7,32,158
71521,15,3,2017-12-21,2.0,1.0,0.0336292036505,10.0,1,5,21,285
54997,21,5,2017-12-21,0.0,1.0,,,1,4,52,399
63347,37,3,2017-12-21,6.0,1.0,0.00182522815352,6.50684931507,7,29,149,148
42985,38,3,2017-12-21,6.0,0.0,0.000333791723965,10.0,7,31,175,874
42929,38,2,2017-12-21,0.0,0.0,,,7,31,175,874
43362,38,0,2017-12-21,1.0,1.0,0.000437554694337,10.0,7,31,175,874
11246,31,5,2017-12-21,4.0,1.0,0.00361295161895,10.0,7,30,166,90
52445,29,1,2017-12-21,0.0,0.0,,,7,29,148,1450
53196,29,3,2017-12-21,0.0,1.0,,,7,29,148,1450
22499,14,1,2017-12-21,5.0,1.0,0.00198774846856,7.03773584906,7,29,149,749
40648,27,0,2017-12-21,26.0,1.0,0.0152519064883,9.58032786885,1,7,32,538
67633,35,4,2017-12-21,0.0,1.0,,,1,7,32,158
22088,33,1,2017-12-21,1.0,0.0,0.0373796724591,6.98996655518,1,4,18,588
44430,38,4,2017-12-21,0.0,0.0,,,7,31,175,874
12620,17,0,2017-12-21,6.0,1.0,0.00072509063633,6.60344827586,7,29,144,394
19336,18,1,2017-12-21,1.0,1.0,0.0273784223028,10.0,1,3,11,39
61314,26,0,2017-12-21,3.0,1.0,0.0823852981623,8.17905918058,1,3,6,332
29084,39,4,2017-12-21,17.0,1.0,0.0197012126516,7.6108890158,1,5,21,738
17449,18,3,2017-12-21,0.0,1.0,,,1,3,11,39
12413,17,1,2017-12-21,1.0,1.0,0.00072509063633,8.27586206897,7,29,144,394
10620,19,0,2017-12-21,13.0,1.0,0.0123765470684,9.26161616162,1,4,14,738
20255,24,4,2017-12-21,0.0,1.0,,,7,31,314,1194
64437,37,4,2017-12-21,11.0,1.0,0.00141017627203,7.53546099291,7,29,149,148
46627,20,1,2017-12-21,51.0,1.0,0.000250031253907,5.0,7,30,539,1143
59012,23,3,2017-12-21,0.0,1.0,,,7,30,170,958
18287,18,5,2017-12-21,0.0,1.0,,,1,3,11,39
66775,34,4,2017-12-21,18.0,1.0,0.000487560945118,2.5641025641,7,30,166,207
9351,16,0,2017-12-21,3.0,1.0,0.0173771721465,10.0,1,5,21,534
53006,29,0,2017-12-21,0.0,1.0,,,7,29,148,1450
40787,27,5,2017-12-21,10.0,1.0,0.0131266408301,10.0,1,7,32,538
63732,37,1,2017-12-21,68.0,1.0,0.00111388923615,8.74298540965,7,29,149,148
6680,13,2,2017-12-21,10.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
66605,34,2,2017-12-21,21.0,1.0,0.000487560945118,2.5641025641,7,30,166,207
71146,22,2,2017-12-21,2.0,1.0,0.00350043755469,8.80357142857,7,29,144,485
20308,24,2,2017-12-21,2.0,1.0,0.0137392174022,5.36851683348,7,31,314,1194
64054,37,0,2017-12-21,104.0,1.0,0.00128141017627,7.99024390244,7,29,149,148
39284,30,4,2017-12-21,0.0,1.0,,,7,29,144,1125
51337,32,0,2017-12-21,1.0,1.0,0.00236279534942,10.0,7,30,168,400
9333,16,3,2017-12-21,0.0,0.0,,,1,5,21,534
58326,23,0,2017-12-21,4.0,1.0,0.0108763595449,10.0,7,30,170,958
69194,22,5,2017-12-21,0.0,1.0,,,7,29,144,485
42574,27,4,2017-12-21,0.0,0.0,,,1,7,32,538
32470,25,3,2017-12-21,0.0,1.0,,,7,30,170,783
13171,17,3,2017-12-21,0.0,1.0,,,7,29,144,394
49382,32,4,2017-12-21,0.0,1.0,,,7,30,168,400
7950,13,3,2017-12-21,7.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
30597,36,0,2017-12-21,0.0,1.0,,,1,5,21,284
69781,22,3,2017-12-21,1.0,1.0,0.00350043755469,7.60714285714,7,29,144,485
48529,32,3,2017-12-21,0.0,1.0,,,7,30,168,400
56562,21,3,2017-12-21,0.0,1.0,,,1,4,52,399
42487,27,1,2017-12-21,1.0,1.0,0.0152519064883,10.0,1,7,32,538
13773,12,2,2017-12-21,3.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
9368,16,1,2017-12-21,0.0,1.0,,,1,5,21,534
13791,12,1,2017-12-21,24.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
57460,23,2,2017-12-21,0.0,1.0,,,7,30,170,958
63533,37,2,2017-12-21,8.0,1.0,0.00182522815352,6.50684931507,7,29,149,148
19512,24,3,2017-12-21,0.0,1.0,,,7,31,314,1194
71536,15,5,2017-12-21,1.0,1.0,0.0336292036505,10.0,1,5,21,285
27904,39,2,2017-12-21,31.0,1.0,0.0197162145268,7.54549489569,1,5,21,738
52163,11,4,2017-12-21,0.0,1.0,,,7,30,540,1264
46394,20,3,2017-12-21,103.0,1.0,0.000250031253907,5.0,7,30,539,1143
13226,12,5,2017-12-21,4.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
51865,11,1,2017-12-21,0.0,1.0,,,7,30,540,1264
14014,12,0,2017-12-21,28.0,1.0,0.00609826228279,8.79458794588,7,31,151,367
9251,16,4,2017-12-21,1.0,1.0,0.0173771721465,10.0,1,5,21,534
22863,14,5,2017-12-21,0.0,1.0,,,7,29,149,749
32617,25,5,2017-12-21,1.0,1.0,0.00600075009376,8.10416666667,7,30,170,783
39434,30,0,2017-12-21,0.0,1.0,,,7,29,144,1125
67296,34,3,2017-12-21,31.0,1.0,0.000487560945118,2.79487179487,7,30,166,207
46386,20,4,2017-12-21,16.0,1.0,0.000250031253907,5.0,7,30,539,1143
67447,35,5,2017-12-21,0.0,1.0,,,1,7,32,158
32606,25,1,2017-12-21,1.0,1.0,0.00600075009376,8.10416666667,7,30,170,783
14035,12,3,2017-12-21,6.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
49351,32,2,2017-12-21,1.0,1.0,0.00236279534942,8.9417989418,7,30,168,400
32600,25,4,2017-12-21,0.0,1.0,,,7,30,170,783
8424,13,1,2017-12-21,4.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
10694,19,4,2017-12-21,2.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
69959,22,4,2017-12-21,0.0,1.0,,,7,29,144,485
11332,17,5,2017-12-21,0.0,1.0,,,7,29,144,394
62986,26,2,2017-12-21,3.0,1.0,0.0823852981623,8.17905918058,1,3,6,332
53860,29,2,2017-12-21,0.0,0.0,,,7,29,148,1450
52331,11,5,2017-12-21,0.0,1.0,,,7,30,540,1264
55366,21,0,2017-12-21,5.0,1.0,0.00373796724591,8.46822742475,1,4,52,399
9359,16,5,2017-12-21,0.0,0.0,,,1,5,21,534
62087,26,3,2017-12-21,1.0,1.0,0.0823852981623,8.17905918058,1,3,6,332
32133,36,2,2017-12-21,2.0,1.0,0.237404675584,3.62295945234,1,5,21,284
69552,22,1,2017-12-21,0.0,1.0,,,7,29,144,485
25222,40,0,2017-12-21,2.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
17771,18,4,2017-12-21,2.0,1.0,0.0273784223028,10.0,1,3,11,39
22992,14,3,2017-12-21,0.0,1.0,,,7,29,149,749
46699,20,0,2017-12-21,82.0,1.0,0.000250031253907,5.0,7,30,539,1143
12231,17,4,2017-12-21,0.0,1.0,,,7,29,144,394
14213,12,4,2017-12-21,5.0,1.0,0.00612576572072,8.75510204082,7,31,151,367
9463,19,2,2017-12-21,7.0,1.0,0.0123765470684,9.24242424242,1,4,14,738
44177,38,5,2017-12-21,0.0,1.0,,,7,31,175,874
21789,33,4,2017-12-21,1.0,0.0,0.0373796724591,6.98996655518,1,4,18,588
39182,30,1,2017-12-21,0.0,1.0,,,7,29,144,1125
25702,40,2,2017-12-21,0.0,1.0,,,1,4,13,1069
10751,19,3,2017-12-21,7.0,1.0,0.0123765470684,9.36868686869,1,4,14,738
34439,28,5,2017-12-21,1.0,0.0,0.0112389048631,4.99443826474,1,4,18,648
40228,27,3,2017-12-21,6.0,1.0,0.0152519064883,9.4262295082,1,7,32,538
71539,15,4,2017-12-21,3.0,0.0,0.0336292036505,10.0,1,5,21,285
6302,13,4,2017-12-21,3.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
27196,39,3,2017-12-21,19.0,1.0,0.0198774846856,7.48427672956,1,5,21,738
10990,31,1,2017-12-21,1.0,1.0,0.00486310788849,7.4293059126,7,30,166,90
22964,14,2,2017-12-21,0.0,1.0,,,7,29,149,749
27187,39,1,2017-12-21,56.0,1.0,0.0197712214027,7.56433765413,1,5,21,738
22960,14,0,2017-12-21,3.0,1.0,0.00198774846856,6.49056603774,7,29,149,749
35085,28,2,2017-12-21,0.0,0.0,,,1,4,18,648
39470,30,5,2017-12-21,0.0,1.0,,,7,29,144,1125
25121,40,5,2017-12-21,0.0,1.0,,,1,4,13,1069
39454,30,2,2017-12-21,0.0,1.0,,,7,29,144,1125
11951,17,2,2017-12-21,0.0,1.0,,,7,29,144,394
50171,32,5,2017-12-21,0.0,1.0,,,7,30,168,400
25007,40,1,2017-12-21,2.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
57528,23,5,2017-12-21,0.0,1.0,,,7,30,170,958
34510,28,1,2017-12-21,14.0,0.0,0.0112389048631,4.99443826474,1,4,18,648
22486,14,4,2017-12-21,0.0,1.0,,,7,29,149,749
31686,36,3,2017-12-21,0.0,1.0,,,1,5,21,284
20019,24,0,2017-12-21,0.0,1.0,,,7,31,314,1194
33585,28,0,2017-12-21,13.0,1.0,0.0112389048631,4.99443826474,1,4,18,648
52467,29,5,2017-12-21,0.0,1.0,,,7,29,148,1450
60888,26,4,2017-12-21,1.0,1.0,0.0823852981623,8.17905918058,1,3,6,332
30509,36,4,2017-12-21,0.0,1.0,,,1,5,21,284
11040,31,0,2017-12-21,1.0,0.0,0.00361295161895,10.0,7,30,166,90
53220,29,4,2017-12-21,0.0,0.0,,,7,29,148,1450
60481,26,5,2017-12-21,0.0,1.0,,,1,3,6,332
21557,33,3,2017-12-21,1.0,0.0,0.0373796724591,6.98996655518,1,4,18,588
18113,18,2,2017-12-21,3.0,1.0,0.0273784223028,10.0,1,3,11,39
19698,24,1,2017-12-21,1.0,1.0,0.0137392174022,5.36851683348,7,31,314,1194
51766,11,0,2017-12-21,1.0,1.0,0.00123765470684,2.82828282828,7,30,540,1264
10586,19,5,2017-12-21,0.0,1.0,,,1,4,14,738
41341,27,2,2017-12-21,1.0,1.0,0.0152519064883,10.0,1,7,32,538
71656,15,2,2017-12-21,3.0,1.0,0.0336292036505,10.0,1,5,21,285
55392,21,2,2017-12-21,3.0,1.0,0.00373796724591,8.78595317726,1,4,52,399
46076,20,5,2017-12-21,29.0,1.0,0.000250031253907,5.0,7,30,539,1143
9887,19,1,2017-12-21,6.0,1.0,0.0123765470684,9.24242424242,1,4,14,738
51133,32,1,2017-12-21,0.0,1.0,,,7,30,168,400
30018,36,5,2017-12-21,0.0,1.0,,,1,5,21,284
32858,25,0,2017-12-21,1.0,1.0,0.00600075009376,9.97916666667,7,30,170,783
21340,33,0,2017-12-21,4.0,1.0,0.0373796724591,6.98996655518,1,4,18,588
8961,13,0,2017-12-21,11.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
33350,25,2,2017-12-21,0.0,1.0,,,7,30,170,783
59171,23,4,2017-12-21,2.0,0.0,0.0108763595449,10.0,7,30,170,958
25599,40,3,2017-12-21,2.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
22385,33,5,2017-12-21,1.0,0.0,0.0373796724591,6.98996655518,1,4,18,588
68152,35,3,2017-12-21,5.0,1.0,0.0018752344043,10.0,1,7,32,158
71552,15,0,2017-12-21,10.0,1.0,0.0336292036505,10.0,1,5,21,285
46481,20,2,2017-12-21,140.0,1.0,0.000250031253907,5.0,7,30,539,1143
67009,34,5,2017-12-21,13.0,0.0,0.000487560945118,2.5641025641,7,30,166,207
65533,37,5,2017-12-21,5.0,1.0,0.00182522815352,6.50684931507,7,29,149,148
24936,40,4,2017-12-21,0.0,0.0,,,1,4,13,1069
34490,28,4,2017-12-21,2.0,0.0,0.0112389048631,4.99443826474,1,4,18,648
67335,34,0,2017-12-21,89.0,1.0,0.000487560945118,2.5641025641,7,30,166,207
54394,21,1,2017-12-21,2.0,1.0,0.00373796724591,8.17725752508,1,4,52,399
11224,31,4,2017-12-21,8.0,1.0,0.00408176022003,8.85145482389,7,30,166,90
69652,22,0,2017-12-21,2.0,1.0,0.00350043755469,10.0,7,29,144,485
29951,36,1,2017-12-21,3.0,1.0,0.237404675584,3.62295945234,1,5,21,284
22302,33,2,2017-12-21,3.0,0.0,0.0373796724591,6.98996655518,1,4,18,588
17599,18,0,2017-12-21,2.0,1.0,0.0273784223028,10.0,1,3,11,39
51678,11,3,2017-12-21,0.0,1.0,,,7,30,540,1264
9310,16,2,2017-12-21,1.0,1.0,0.0173771721465,10.0,1,5,21,534
27956,39,5,2017-12-21,11.0,1.0,0.0198774846856,7.48427672956,1,5,21,738
8179,13,5,2017-12-21,2.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
56531,21,4,2017-12-21,0.0,1.0,,,1,4,52,399
11084,31,2,2017-12-21,9.0,1.0,0.00472434054257,7.64752580048,7,30,166,90
14474,12,3,2017-12-22,5.0,1.0,0.00612576572072,8.26530612245,7,31,151,367
42658,27,1,2017-12-22,0.0,1.0,,,1,7,32,538
21248,33,4,2017-12-22,1.0,0.0,0.0373796724591,6.98996655518,1,4,18,588
22490,14,5,2017-12-22,0.0,1.0,,,7,29,149,749
11098,31,2,2017-12-22,3.0,1.0,0.00486310788849,7.17223650386,7,30,166,90
33249,25,2,2017-12-22,0.0,1.0,,,7,30,170,783
66924,34,1,2017-12-22,4.0,1.0,0.000487560945118,4.4358974359,7,30,166,207
10013,19,1,2017-12-22,4.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
44984,38,1,2017-12-22,0.0,1.0,,,7,31,175,874
42220,27,4,2017-12-22,0.0,0.0,,,1,7,32,538
20427,24,4,2017-12-22,0.0,1.0,,,7,31,314,1194
58712,23,2,2017-12-22,0.0,1.0,,,7,30,170,958
64076,37,1,2017-12-22,48.0,1.0,0.00114139267408,8.59802847755,7,29,149,148
51681,11,5,2017-12-22,0.0,1.0,,,7,30,540,1264
33028,25,4,2017-12-22,0.0,1.0,,,7,30,170,783
10785,19,0,2017-12-22,308.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
51812,11,1,2017-12-22,0.0,1.0,,,7,30,540,1264
32015,36,3,2017-12-22,0.0,1.0,,,1,5,21,284
44855,38,0,2017-12-22,0.0,1.0,,,7,31,175,874
12794,17,5,2017-12-22,0.0,1.0,,,7,29,144,394
71560,15,5,2017-12-22,0.0,1.0,,,1,5,21,285
11223,31,0,2017-12-22,6.0,1.0,0.00486310788849,7.17223650386,7,30,166,90
58839,23,1,2017-12-22,1.0,1.0,0.0108763595449,10.0,7,30,170,958
45101,38,4,2017-12-22,1.0,1.0,0.000437554694337,10.0,7,31,175,874
67654,35,1,2017-12-22,5.0,1.0,0.0018752344043,10.0,1,7,32,158
11734,17,3,2017-12-22,0.0,1.0,,,7,29,144,394
68405,35,4,2017-12-22,0.0,1.0,,,1,7,32,158
21138,33,0,2017-12-22,5.0,1.0,0.0373796724591,7.1237458194,1,4,18,588
9406,16,5,2017-12-22,0.0,0.0,,,1,5,21,534
20755,33,5,2017-12-22,0.0,0.0,,,1,4,18,588
28765,39,2,2017-12-22,51.0,1.0,0.0197799724966,7.42826444192,1,5,21,738
17914,18,5,2017-12-22,0.0,1.0,,,1,3,11,39
59156,23,3,2017-12-22,0.0,1.0,,,7,30,170,958
22796,14,2,2017-12-22,2.0,1.0,0.00198774846856,7.0,7,29,149,749
9677,19,4,2017-12-22,1.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
13792,12,4,2017-12-22,7.0,1.0,0.00612576572072,8.2306122449,7,31,151,367
21656,33,2,2017-12-22,2.0,0.0,0.0373796724591,7.32441471572,1,4,18,588
68826,22,1,2017-12-22,0.0,1.0,,,7,29,144,485
52220,11,0,2017-12-22,0.0,1.0,,,7,30,540,1264
22841,14,1,2017-12-22,0.0,1.0,,,7,29,149,749
32413,25,5,2017-12-22,0.0,1.0,,,7,30,170,783
10982,31,3,2017-12-22,8.0,0.0,0.00417552194024,8.35329341317,7,30,166,90
67597,35,2,2017-12-22,3.0,1.0,0.0018752344043,10.0,1,7,32,158
22694,14,3,2017-12-22,0.0,1.0,,,7,29,149,749
7985,13,2,2017-12-22,1.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
27048,39,0,2017-12-22,69.0,1.0,0.0198774846856,7.40754716981,1,5,21,738
60390,26,5,2017-12-22,0.0,1.0,,,1,3,6,332
20431,24,1,2017-12-22,0.0,1.0,,,7,31,314,1194
52301,11,2,2017-12-22,0.0,1.0,,,7,30,540,1264
9259,16,3,2017-12-22,2.0,0.0,0.0173771721465,10.0,1,5,21,534
48754,32,5,2017-12-22,0.0,1.0,,,7,30,168,400
49219,32,4,2017-12-22,0.0,1.0,,,7,30,168,400
41084,27,5,2017-12-22,0.0,0.0,,,1,7,32,538
10280,19,5,2017-12-22,1.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
19528,24,3,2017-12-22,0.0,1.0,,,7,31,314,1194
52795,29,2,2017-12-22,0.0,0.0,,,7,29,148,1450
35458,28,4,2017-12-22,0.0,0.0,,,1,4,18,648
65425,37,5,2017-12-22,21.0,1.0,0.00182522815352,6.50684931507,7,29,149,148
34481,28,1,2017-12-22,1.0,0.0,0.0112389048631,5.10567296997,1,4,18,648
67280,34,5,2017-12-22,0.0,1.0,,,7,30,166,207
63177,26,3,2017-12-22,1.0,1.0,0.0823852981623,8.33080424886,1,3,6,332
57425,23,4,2017-12-22,1.0,1.0,0.0108763595449,10.0,7,30,170,958
11071,31,1,2017-12-22,7.0,1.0,0.00427428428554,8.16028078385,7,30,166,90
51866,11,3,2017-12-22,0.0,1.0,,,7,30,540,1264
71488,15,1,2017-12-22,3.0,1.0,0.0336292036505,10.0,1,5,21,285
13591,12,2,2017-12-22,13.0,1.0,0.00612576572072,8.18979591837,7,31,151,367
39453,30,4,2017-12-22,0.0,1.0,,,7,29,144,1125
8079,13,1,2017-12-22,5.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
18150,18,0,2017-12-22,3.0,1.0,0.0273784223028,10.0,1,3,11,39
10975,31,4,2017-12-22,4.0,1.0,0.00486310788849,7.17223650386,7,30,166,90
13875,12,1,2017-12-22,31.0,1.0,0.00612576572072,8.22244897959,7,31,151,367
32688,25,1,2017-12-22,0.0,1.0,,,7,30,170,783
40130,27,3,2017-12-22,0.0,1.0,,,1,7,32,538
24905,40,5,2017-12-22,0.0,1.0,,,1,4,13,1069
22982,14,4,2017-12-22,1.0,1.0,0.00198774846856,10.0,7,29,149,749
31257,36,4,2017-12-22,0.0,1.0,,,1,5,21,284
9862,19,2,2017-12-22,3.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
32163,36,5,2017-12-22,0.0,1.0,,,1,5,21,284
32696,25,0,2017-12-22,1.0,1.0,0.00600075009376,9.97916666667,7,30,170,783
69398,22,3,2017-12-22,0.0,1.0,,,7,29,144,485
8350,13,5,2017-12-22,4.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
24883,40,0,2017-12-22,3.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
8326,13,3,2017-12-22,4.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
18897,18,4,2017-12-22,0.0,1.0,,,1,3,11,39
12191,17,4,2017-12-22,0.0,1.0,,,7,29,144,394
46594,20,2,2017-12-22,182.0,1.0,0.000250031253907,5.0,7,30,539,1143
35312,28,3,2017-12-22,0.0,0.0,,,1,4,18,648
18994,18,2,2017-12-22,3.0,1.0,0.0273784223028,9.84794520548,1,3,11,39
70009,22,0,2017-12-22,3.0,1.0,0.00350043755469,8.33214285714,7,29,144,485
68184,35,3,2017-12-22,7.0,1.0,0.0018752344043,10.0,1,7,32,158
28863,39,3,2017-12-22,15.0,1.0,0.0198774846856,7.4213836478,1,5,21,738
30927,36,1,2017-12-22,1.0,1.0,0.237404675584,3.62295945234,1,5,21,284
52702,29,5,2017-12-22,0.0,1.0,,,7,29,148,1450
35945,28,2,2017-12-22,0.0,0.0,,,1,4,18,648
46709,20,4,2017-12-22,11.0,1.0,0.000250031253907,5.0,7,30,539,1143
39179,30,2,2017-12-22,2.0,1.0,0.00197524690586,3.10126582278,7,29,144,1125
39993,27,0,2017-12-22,2.0,1.0,0.0152519064883,10.0,1,7,32,538
21818,33,1,2017-12-22,3.0,0.0,0.0373796724591,7.21304347826,1,4,18,588
28124,39,1,2017-12-22,42.0,1.0,0.0198774846856,7.39622641509,1,5,21,738
8367,13,4,2017-12-22,5.0,1.0,0.00225028128516,8.77777777778,7,29,149,518
61607,26,4,2017-12-22,0.0,1.0,,,1,3,6,332
68281,35,5,2017-12-22,0.0,1.0,,,1,7,32,158
39080,30,3,2017-12-22,0.0,1.0,,,7,29,144,1125
39120,30,5,2017-12-22,0.0,1.0,,,7,29,144,1125
70781,22,5,2017-12-22,0.0,1.0,,,7,29,144,485
46440,20,5,2017-12-22,2.0,1.0,0.000250031253907,5.0,7,30,539,1143
46086,20,1,2017-12-22,40.0,1.0,0.000250031253907,5.0,7,30,539,1143
56074,21,1,2017-12-22,3.0,1.0,0.00373796724591,7.23411371237,1,4,52,399
44921,38,2,2017-12-22,0.0,0.0,,,7,31,175,874
25431,40,3,2017-12-22,1.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
20967,33,3,2017-12-22,0.0,0.0,,,1,4,18,588
11838,17,0,2017-12-22,8.0,1.0,0.00072509063633,7.89655172414,7,29,144,394
68030,35,0,2017-12-22,6.0,1.0,0.0018752344043,10.0,1,7,32,158
19271,18,3,2017-12-22,1.0,1.0,0.0273784223028,10.0,1,3,11,39
49152,32,2,2017-12-22,2.0,1.0,0.00236279534942,9.4708994709,7,30,168,400
66044,37,0,2017-12-22,131.0,1.0,0.0011901487686,8.52941176471,7,29,149,148
13385,12,0,2017-12-22,44.0,1.0,0.00612576572072,8.24081632653,7,31,151,367
64176,37,2,2017-12-22,12.0,1.0,0.00177147143393,6.70430486944,7,29,149,148
40774,27,2,2017-12-22,1.0,1.0,0.0152519064883,10.0,1,7,32,538
33176,25,3,2017-12-22,0.0,1.0,,,7,30,170,783
7118,13,0,2017-12-22,19.0,1.0,0.00220652581573,8.95184135977,7,29,149,518
17411,18,1,2017-12-22,8.0,1.0,0.0273784223028,10.0,1,3,11,39
55481,21,3,2017-12-22,2.0,1.0,0.00373796724591,6.35451505017,1,4,52,399
20161,24,5,2017-12-22,0.0,1.0,,,7,31,314,1194
9306,16,0,2017-12-22,1.0,1.0,0.0173771721465,10.0,1,5,21,534
60947,26,2,2017-12-22,0.0,1.0,,,1,3,6,332
43448,38,5,2017-12-22,0.0,1.0,,,7,31,175,874
66561,34,3,2017-12-22,1.0,1.0,0.000487560945118,2.5641025641,7,30,166,207
53794,29,0,2017-12-22,0.0,1.0,,,7,29,148,1450
46188,20,0,2017-12-22,90.0,1.0,0.000250031253907,5.0,7,30,539,1143
71093,22,4,2017-12-22,1.0,1.0,0.00350043755469,10.0,7,29,144,485
50667,32,0,2017-12-22,5.0,1.0,0.00236279534942,8.9417989418,7,30,168,400
57381,23,5,2017-12-22,1.0,1.0,0.0108763595449,10.0,7,30,170,958
10950,31,5,2017-12-22,2.0,1.0,0.00486310788849,7.17223650386,7,30,166,90
53770,29,4,2017-12-22,0.0,0.0,,,7,29,148,1450
25489,40,4,2017-12-22,0.0,0.0,,,1,4,13,1069
55286,21,2,2017-12-22,5.0,1.0,0.00373796724591,8.54180602007,1,4,52,399
9281,16,2,2017-12-22,1.0,1.0,0.0173771721465,10.0,1,5,21,534
50354,32,3,2017-12-22,0.0,1.0,,,7,30,168,400
12705,17,1,2017-12-22,0.0,1.0,,,7,29,144,394
56899,21,5,2017-12-22,0.0,1.0,,,1,4,52,399
52531,29,1,2017-12-22,0.0,0.0,,,7,29,148,1450
66065,37,3,2017-12-22,15.0,1.0,0.00182522815352,6.50684931507,7,29,149,148
71592,15,4,2017-12-22,1.0,1.0,0.0336292036505,10.0,1,5,21,285
71528,15,0,2017-12-22,14.0,1.0,0.0336292036505,10.0,1,5,21,285
13688,12,5,2017-12-22,1.0,1.0,0.00612576572072,8.14285714286,7,31,151,367
48773,32,1,2017-12-22,0.0,1.0,,,7,30,168,400
9245,16,1,2017-12-22,2.0,1.0,0.0173771721465,10.0,1,5,21,534
12752,17,2,2017-12-22,4.0,1.0,0.00072509063633,6.20689655172,7,29,144,394
45686,38,3,2017-12-22,0.0,0.0,,,7,31,175,874
39356,30,0,2017-12-22,3.0,1.0,0.00197524690586,3.1835443038,7,29,144,1125
67216,34,4,2017-12-22,3.0,1.0,0.000487560945118,2.5641025641,7,30,166,207
25972,40,1,2017-12-22,3.0,1.0,0.016127015877,7.67441860465,1,4,13,1069
29379,39,5,2017-12-22,7.0,1.0,0.0198774846856,7.43018867925,1,5,21,738
34156,28,0,2017-12-22,6.0,1.0,0.0112389048631,5.08676307008,1,4,18,648
54178,21,0,2017-12-22,5.0,1.0,0.00373796724591,8.34113712375,1,4,52,399
10186,19,3,2017-12-22,3.0,1.0,0.0123765470684,9.49494949495,1,4,14,738
67313,34,2,2017-12-22,1.0,1.0,0.000487560945118,2.5641025641,7,30,166,207
19837,24,2,2017-12-22,0.0,1.0,,,7,31,314,1194
53367,29,3,2017-12-22,0.0,1.0,,,7,29,148,1450
70440,22,2,2017-12-22,2.0,1.0,0.00350043755469,10.0,7,29,144,485
28452,39,4,2017-12-22,24.0,1.0,0.0198774846856,7.38993710692,1,5,21,738
30519,36,0,2017-12-22,1.0,1.0,0.237404675584,3.62295945234,1,5,21,284
19799,24,0,2017-12-22,0.0,1.0,,,7,31,314,1194
45988,20,3,2017-12-22,121.0,1.0,0.000250031253907,5.0,7,30,539,1143
33474,28,5,2017-12-22,0.0,0.0,,,1,4,18,648
30564,36,2,2017-12-22,2.0,1.0,0.237404675584,3.62295945234,1,5,21,284
