LotArea,OverallQual,OverallCond,GrLivArea,FullBath,BedroomAbvGr,GarageCars,SaleCondition,LotShape,GarageType,SalePrice
9938,7,5,1949,2,3,2,Normal,Reg,Attchd,236000
6600,5,5,894,1,2,1,Normal,Reg,Detchd,109500
8750,6,5,1682,2,3,2,Normal,Reg,Attchd,200500
8892,5,7,910,1,3,2,Normal,Reg,Attchd,116000
12144,5,7,1268,1,3,1,Normal,Reg,Attchd,133000
5720,5,6,1131,1,3,1,Abnorml,Reg,Detchd,66500
9000,8,5,2610,2,4,2,Partial,Reg,BuiltIn,303477
25286,4,5,1040,1,3,2,Normal,Reg,Attchd,132250
8834,9,5,2224,2,4,3,Normal,Reg,Attchd,350000
11782,5,7,1155,1,3,2,Normal,IR1,Detchd,148000
7000,5,8,864,1,3,1,Normal,IR1,Attchd,136500
7024,5,5,1090,1,2,2,Normal,Reg,Attchd,157000
13758,7,5,1717,2,3,2,Normal,IR1,Attchd,187500
9636,6,5,1593,2,3,2,Normal,IR1,BuiltIn,178000
6204,4,5,2230,1,5,1,Normal,Reg,Detchd,118500
7150,5,5,892,1,3,1,Normal,Reg,Attchd,100000
5119,9,5,1709,2,2,2,Abnorml,IR1,Attchd,328900
8393,5,5,1712,2,4,2,Family,Reg,Attchd,145000
16466,5,7,1393,1,3,1,Normal,IR1,Attchd,135500
15865,8,6,2217,2,4,2,Normal,IR1,Attchd,268000
12160,6,4,1505,1,2,2,Normal,Reg,Attchd,149500
8064,5,7,924,1,3,2,Normal,Reg,Detchd,122900
11184,6,5,1683,2,3,2,Normal,Reg,Attchd,172500
8414,6,8,1068,1,3,1,Normal,Reg,Attchd,154500
13284,5,5,1383,1,3,1,Normal,Reg,Attchd,165000
7018,5,5,1535,2,4,2,Alloca,Reg,Attchd,118858
7056,6,5,1796,1,4,2,Normal,Reg,Attchd,140000
8765,4,6,951,1,2,1,Abnorml,Reg,Detchd,106500
7018,5,5,2240,2,6,2,Alloca,Reg,Detchd,142953
12919,9,5,2364,2,2,3,Partial,IR1,Attchd,611657
6993,5,7,1236,1,3,1,Normal,Reg,Attchd,135000
7340,4,6,858,1,2,1,Normal,IR1,Detchd,110000
8712,5,7,1306,1,2,1,Normal,IR1,Detchd,153000
7875,7,5,1509,2,3,2,Normal,Reg,Attchd,180000
14859,7,5,1670,2,3,3,Partial,IR1,Attchd,240000
6173,5,6,902,1,3,1,Normal,IR1,Attchd,125500
9920,5,5,1063,1,3,1,Normal,Reg,Attchd,128000
13501,8,5,1636,2,3,3,Normal,IR1,Attchd,255000
11500,7,7,2057,1,3,1,Normal,IR1,Attchd,250000
8885,5,5,902,1,2,2,Normal,IR1,Attchd,131000
12589,6,5,1484,2,3,2,Normal,IR2,Attchd,174000
11600,5,5,2274,2,5,2,Normal,Reg,Detchd,154300
9286,5,7,1268,1,3,1,Normal,IR1,Detchd,143500
6120,5,7,1015,1,3,1,Abnorml,Reg,Detchd,88000
6270,5,6,2002,2,4,3,Normal,Reg,2Types,145000
3000,6,5,1224,2,2,2,Partial,Reg,Detchd,173733
2001,4,5,1092,1,3,1,Normal,Reg,Attchd,75000
9000,2,3,480,0,1,1,Abnorml,Reg,Detchd,35311
17140,4,6,1229,1,3,1,Normal,Reg,Attchd,135000
13125,7,5,2127,2,4,3,Normal,IR1,Attchd,238000
11029,6,8,1414,1,3,2,Normal,IR1,Attchd,176500
8462,6,5,1721,2,3,2,Normal,IR1,Attchd,201000
8777,5,7,2200,2,4,0,Normal,Reg,NA,145900
10237,6,5,1316,2,3,2,Partial,Reg,Attchd,169990
8012,6,5,1617,2,2,2,Normal,Reg,Attchd,193000
10240,6,6,1686,2,3,2,Normal,Reg,Attchd,207500
15611,5,6,1126,2,3,2,Abnorml,IR1,Attchd,175000
11999,8,5,2374,2,4,3,Normal,Reg,BuiltIn,285000
9900,7,5,1978,2,4,2,Normal,Reg,Attchd,176000
11838,8,5,1788,2,3,2,Normal,Reg,Attchd,236500
13006,7,5,2236,2,4,2,Normal,IR1,BuiltIn,222000
8925,8,5,1466,2,3,3,Normal,IR1,Attchd,201000
9100,5,6,925,1,2,1,Normal,Reg,Detchd,117500
11670,9,5,1905,2,3,3,Normal,IR1,Attchd,320000
8487,7,5,1500,2,3,2,Normal,Reg,Attchd,190000
27650,7,7,2069,2,4,2,Normal,IR2,Attchd,242000
5825,4,5,747,1,1,2,Normal,IR1,Detchd,79900
10083,7,5,1200,2,2,2,Normal,Reg,Attchd,184900
9675,7,5,1971,2,3,2,Normal,Reg,Attchd,253000
8760,7,5,1962,2,3,3,Partial,Reg,Attchd,239799
24090,7,7,2403,2,4,1,Normal,Reg,Attchd,244400
12640,6,5,1728,2,4,2,Normal,IR1,Attchd,150900
8755,7,5,2060,2,3,2,Normal,IR1,BuiltIn,214000
7711,4,3,1440,2,4,0,Abnorml,IR1,NA,150000
25000,5,4,1632,2,4,2,Normal,Reg,Attchd,143000
14375,6,6,1344,1,3,2,Abnorml,IR1,Basment,137500
8820,5,6,1869,1,2,2,Normal,Reg,Detchd,124900
8163,5,6,1144,1,3,1,Normal,Reg,Attchd,143000
14536,8,5,1629,2,3,3,Normal,Reg,Attchd,270000
14006,7,5,1776,2,3,2,Normal,IR1,Attchd,192500
9360,6,7,1381,1,3,2,Normal,Reg,Attchd,197500
7200,5,8,864,1,3,2,Normal,Reg,Detchd,129000
7800,5,5,965,1,3,1,Abnorml,Reg,Detchd,119900
7200,5,8,768,1,2,1,Normal,Reg,Detchd,133900
11075,5,4,1968,2,4,2,Normal,IR1,Attchd,172000
9400,6,5,980,2,4,0,AdjLand,IR1,NA,127500
7136,6,6,1958,2,4,2,Normal,IR1,Attchd,145000
1300,6,6,1229,1,2,2,Normal,Reg,Attchd,124000
7420,5,5,1057,1,3,2,Normal,Reg,Detchd,132000
8450,7,5,1337,2,3,2,Normal,Reg,Attchd,185000
2572,7,5,1416,2,3,2,Normal,Reg,Detchd,155000
7207,5,7,858,1,2,0,Normal,IR1,NA,116500
12227,6,7,2872,2,4,2,Normal,IR1,Attchd,272000
2308,6,6,1548,2,3,2,Normal,Reg,Detchd,155000
11923,9,5,1800,2,2,2,Normal,IR1,Attchd,239000
11316,7,5,1894,2,4,2,Normal,Reg,BuiltIn,214900
10237,6,5,1484,2,3,2,Partial,Reg,Attchd,178900
9600,5,7,1308,1,2,1,Normal,IR1,Detchd,160000
7390,5,7,1098,1,3,1,Normal,IR1,Attchd,135000
5925,3,6,968,1,2,0,Abnorml,Reg,NA,37900
10382,6,5,1095,1,2,1,Normal,Reg,Attchd,140000
10800,4,4,1192,1,4,0,Abnorml,Reg,NA,135000
2268,7,5,1626,2,2,2,Normal,Reg,BuiltIn,173000
7892,6,5,918,2,2,1,Normal,Reg,Attchd,99500
11639,7,5,1428,2,3,2,Partial,Reg,Attchd,182000
11414,7,8,2019,1,3,2,Normal,IR1,Detchd,167500
2651,7,5,1382,2,3,2,Normal,Reg,Detchd,165000
5900,4,7,869,1,2,0,Normal,IR1,NA,85500
4274,7,5,1241,1,1,2,Partial,IR1,Attchd,199900
9450,4,5,894,1,3,2,Abnorml,Reg,Detchd,110000
8816,5,6,1121,1,3,2,Normal,Reg,Detchd,139000
12122,7,9,999,1,3,2,Normal,IR1,Attchd,178400
12203,8,5,2612,2,4,3,Normal,IR1,Attchd,336000
3182,7,5,1266,2,2,2,Normal,Reg,Attchd,159895
11250,8,5,2290,2,4,2,Normal,Reg,Attchd,255900
10125,5,5,1734,2,4,2,Normal,Reg,Attchd,126000
10880,5,5,1164,1,3,1,Normal,Reg,Detchd,125000
5310,6,8,1635,1,2,1,Normal,Reg,Attchd,117000
10159,9,5,1940,2,3,3,Partial,IR1,Attchd,395192
12046,6,6,2030,2,4,2,Normal,IR1,Attchd,195000
8125,7,5,1576,2,3,2,Partial,Reg,Attchd,197000
9452,8,5,2392,2,3,3,Normal,Reg,Attchd,348000
17671,8,9,1742,1,4,2,Normal,Reg,Attchd,168000
9760,6,8,1851,2,3,2,Normal,Reg,Attchd,187000
8846,6,5,1500,2,3,2,Partial,Reg,Attchd,173900
12456,10,5,1718,2,3,3,Normal,Reg,Attchd,337500
4712,4,7,1230,1,3,1,Abnorml,IR1,Detchd,121600
10659,5,6,1050,1,3,1,Normal,IR1,Attchd,136500
11717,6,6,1442,2,2,2,Normal,IR1,Attchd,185000
9786,3,4,1077,1,3,1,Normal,Reg,Detchd,91000
6762,7,5,1208,2,2,2,Normal,Reg,Attchd,206000
10206,3,3,944,1,2,2,Normal,Reg,Detchd,82000
5400,5,6,691,1,2,1,Abnorml,Reg,Detchd,86000
11957,8,5,1574,2,3,3,Normal,IR1,Attchd,232000
11500,5,6,1680,2,4,2,Normal,IR1,Detchd,136905
3182,7,5,1504,2,1,2,Normal,Reg,Attchd,181000
8385,5,8,985,2,3,1,Normal,Reg,Attchd,149900
12155,6,3,1657,2,3,2,Normal,IR3,Attchd,163500
2217,4,4,1092,1,3,1,Normal,Reg,Attchd,88000
12118,7,5,1710,2,3,2,Normal,IR1,Attchd,240000
6000,5,5,1522,2,4,0,Normal,Reg,NA,102000
21286,5,5,1271,2,4,1,Normal,Reg,Attchd,135000
9825,5,5,1664,2,4,0,Normal,Reg,NA,100000
10592,6,7,1502,1,3,1,Normal,Reg,Detchd,165000
7200,5,4,1022,1,2,1,Normal,Reg,Detchd,85000
11664,6,5,1082,1,2,1,Normal,Reg,Detchd,119200
8400,8,6,1665,2,3,2,Normal,Reg,Attchd,227000
11883,7,5,1504,2,3,2,Normal,Reg,Attchd,203000
5814,8,5,1360,1,1,2,Abnorml,IR1,Attchd,187500
10784,7,5,1472,2,3,2,Normal,IR1,Attchd,160000
3013,7,5,1506,2,2,2,Normal,Reg,Attchd,213490
7024,4,5,1132,1,2,2,Normal,Reg,Attchd,176000
7406,7,5,1220,2,2,2,Partial,Reg,Attchd,194000
9439,5,5,1248,1,2,1,Normal,Reg,Detchd,87000
3182,7,5,1504,2,2,2,Normal,Reg,Attchd,191000
15498,8,6,2898,2,2,2,Abnorml,IR1,Attchd,287000
7700,5,5,882,1,3,2,Normal,Reg,Detchd,112500
9300,5,5,1264,1,3,2,Normal,Reg,Attchd,167500
9520,8,5,1646,2,3,3,Partial,IR1,Attchd,293077
9492,5,5,1376,1,3,1,Normal,Reg,Attchd,105000
1680,6,7,1218,1,3,1,Normal,Reg,Detchd,118000
7082,5,8,1928,2,5,0,Normal,Reg,NA,160000
15863,7,3,3082,2,5,2,Normal,Reg,Basment,197000
14541,8,7,2520,2,5,3,Abnorml,IR1,Attchd,310000
8125,7,5,1654,2,3,3,Normal,Reg,Attchd,230000
6305,5,7,954,1,2,1,Normal,Reg,Basment,119750
11500,4,3,845,1,3,1,Normal,IR1,Detchd,84000
12898,9,5,1620,2,2,3,Normal,IR1,Attchd,315500
9240,8,5,2263,2,3,2,Normal,Reg,BuiltIn,287000
1533,4,6,1344,1,3,0,Normal,Reg,NA,97000
1477,4,4,630,1,1,1,Normal,Reg,Attchd,80000
13125,5,4,1803,2,3,2,Normal,Reg,Attchd,155000
9130,6,8,1632,1,4,2,Normal,Reg,Attchd,173000
5381,6,5,1306,2,1,2,Normal,IR1,Attchd,196000
11839,7,5,2329,2,4,2,Normal,Reg,Attchd,262280
9600,8,5,2524,2,4,2,Normal,Reg,Attchd,278000
13680,3,5,1733,2,4,2,Normal,IR1,Attchd,139600
16056,9,5,2868,3,4,3,Partial,IR1,BuiltIn,556581
9245,5,5,990,1,3,2,Normal,IR2,Detchd,145000
21750,5,4,1771,1,3,2,Normal,Reg,Attchd,115000
11100,4,7,930,1,2,1,Abnorml,Reg,Detchd,84900
8993,7,5,1302,2,3,2,Partial,IR1,Attchd,176485
11175,7,5,1316,2,3,2,Partial,IR1,Attchd,200141
9500,6,6,1977,1,4,2,Normal,Reg,Attchd,165000
8562,5,6,1526,1,4,1,Normal,Reg,Basment,144500
11367,8,5,1989,2,3,2,Normal,Reg,Attchd,255000
11361,6,5,1523,2,3,2,Abnorml,Reg,Attchd,180000
7052,7,5,1364,2,2,2,Normal,IR1,Attchd,185850
29959,7,6,1850,2,3,2,Normal,IR2,BuiltIn,248000
11308,9,5,2184,2,3,3,Normal,IR1,Attchd,335000
11275,6,7,1991,1,3,2,Normal,IR1,Detchd,220000
4920,8,5,1338,2,2,2,Normal,Reg,Attchd,213500
18000,3,4,894,1,2,3,Normal,Reg,Detchd,81000
13600,5,5,2337,2,5,2,Normal,Reg,Detchd,90000
6000,6,6,1103,1,2,2,Normal,Reg,Detchd,110500
11000,5,6,1154,1,3,2,Normal,IR1,Attchd,154000
14000,7,5,2260,2,3,2,Normal,Reg,Attchd,328000
7837,6,7,1571,2,3,2,Normal,IR1,Attchd,178000
9760,6,6,1611,1,4,2,Normal,Reg,Attchd,167900
3964,6,4,2521,2,5,2,Normal,Reg,Attchd,151400
9600,5,7,893,1,2,2,Normal,Reg,Detchd,135000
10152,5,5,1048,1,3,1,Normal,Reg,Attchd,135000
11700,6,6,1556,1,4,2,Normal,Reg,Attchd,154000
7585,5,3,1456,1,4,1,Normal,Reg,Detchd,91500
7950,6,6,1426,1,3,2,Normal,IR1,Attchd,159500
8556,7,5,1240,2,2,3,Normal,Reg,Attchd,194000
13125,7,6,1740,1,3,1,Normal,Reg,Attchd,219500
10800,5,8,1466,2,3,2,Normal,Reg,Attchd,170000
15870,5,5,1096,1,3,1,Abnorml,IR1,Attchd,138800
4435,6,5,848,1,1,2,Normal,Reg,Attchd,155900
8775,5,5,990,1,3,1,Normal,Reg,Attchd,126000
11040,6,7,1258,2,3,2,Abnorml,Reg,Attchd,145000
7500,5,5,1040,1,3,1,Normal,Reg,Attchd,133000
8749,7,5,1459,2,3,2,Normal,Reg,Attchd,192000
8800,6,6,1251,1,3,1,Normal,Reg,Attchd,160000
13031,6,5,1498,2,3,2,Normal,IR2,Attchd,187500
9069,6,6,996,1,2,2,Normal,Reg,Attchd,147000
1974,4,5,1092,1,3,1,Normal,Reg,Attchd,83500
10574,8,5,1953,2,3,3,Normal,Reg,Attchd,252000
2522,7,5,1709,2,3,2,Normal,Reg,Detchd,137500
3316,8,5,1247,1,1,2,Normal,IR1,Attchd,197000
8544,3,4,1040,2,2,2,Normal,Reg,Detchd,92900
2160,7,5,1252,2,2,2,Normal,Reg,Detchd,160000
8400,6,5,1694,2,4,2,Normal,Reg,Detchd,136500
9230,5,8,1200,1,1,2,Normal,Reg,Detchd,146000
5868,5,7,936,1,2,1,Normal,Reg,Attchd,129000
9317,6,5,1314,2,3,2,Normal,IR1,Attchd,176432
6882,6,7,1355,1,3,0,Normal,Reg,NA,127000
3696,8,5,1088,1,2,2,Normal,Reg,Attchd,170000
6000,4,6,1324,1,3,1,Normal,Reg,Detchd,128000
11880,7,5,1601,2,3,2,Abnorml,IR1,Attchd,157000
8400,2,5,438,1,1,1,Normal,Reg,Detchd,60000
9758,5,5,950,1,3,1,Normal,IR1,Detchd,119500
7000,5,7,1134,1,2,1,Family,Reg,Attchd,135000
8910,6,6,1194,1,3,2,Normal,Reg,BuiltIn,159500
2016,5,5,1302,2,3,2,Normal,Reg,Detchd,106000
12256,8,5,2622,2,3,2,Normal,IR1,Attchd,325000
10357,7,5,1442,2,3,2,Normal,IR1,Attchd,179900
23257,7,5,2021,2,3,2,Partial,IR3,BuiltIn,274725
8063,6,5,1690,2,3,2,Abnorml,Reg,Attchd,181000
11362,8,5,1836,2,3,3,Normal,IR1,Attchd,280000
8000,6,5,1658,2,3,2,Normal,Reg,Attchd,188000
10480,7,6,1964,2,4,2,Normal,Reg,Attchd,205000
7100,5,7,816,1,2,1,Normal,IR1,Detchd,129900
8923,5,7,1008,1,2,1,Normal,Reg,Attchd,134500
5400,5,7,833,1,2,1,Normal,Reg,Detchd,117000
12085,8,5,1734,2,3,3,Partial,Reg,Attchd,318000
7750,8,5,1419,2,3,2,Normal,Reg,BuiltIn,184100
9764,5,7,894,1,3,2,Normal,IR1,Attchd,130000
13825,5,6,1601,1,3,1,Normal,Reg,BuiltIn,140000
7560,5,5,1040,1,3,1,Normal,Reg,Attchd,133700
8263,6,5,1012,1,2,1,Normal,Reg,Detchd,118400
10084,7,5,1552,2,3,3,Partial,Reg,Attchd,212900
8926,4,3,960,1,3,1,Abnorml,IR1,Basment,112000
9405,5,9,698,1,2,0,Normal,Reg,NA,118000
9125,7,5,1482,2,3,2,Normal,IR1,Attchd,163900
10434,4,5,1005,1,2,2,Normal,Reg,Detchd,115000
3684,7,5,1555,2,2,3,Normal,Reg,Attchd,174000
14572,7,5,1530,2,3,3,Family,IR3,Attchd,259000
11796,7,5,1959,2,4,2,Normal,IR1,BuiltIn,215000
7200,5,5,936,1,2,2,Normal,Reg,Detchd,140000
7804,4,3,1981,2,4,2,Normal,Reg,Detchd,135000
10712,5,5,974,1,3,0,Abnorml,Reg,NA,93500
9900,6,4,2210,2,5,1,Normal,Reg,Detchd,117500
9828,8,5,2020,2,3,2,Normal,IR1,Attchd,239500
8773,6,5,1600,2,3,2,Normal,IR1,Attchd,169000
6180,6,5,986,1,2,1,Normal,Reg,Detchd,102000
9600,6,5,1252,1,3,1,Abnorml,Reg,Attchd,119000
6342,5,8,1020,1,2,0,Normal,Reg,NA,94000
9819,6,5,1567,2,2,2,Normal,IR1,Attchd,196000
8731,5,5,1167,1,3,2,Normal,IR1,Detchd,144000
7350,5,7,952,1,2,2,Abnorml,Reg,Detchd,139000
10304,5,7,1868,2,4,2,Normal,IR1,Attchd,197500
9965,8,5,2828,3,4,3,Partial,Reg,BuiltIn,424870
9000,5,3,1006,1,3,0,Normal,Reg,NA,80000
12180,4,4,924,1,2,1,Normal,Reg,Detchd,80000
6240,5,6,1576,1,3,1,Family,Reg,Detchd,149000
11200,6,5,1298,2,3,2,Normal,Reg,Attchd,180000
12000,7,7,1564,1,3,1,Normal,Reg,Attchd,174500
5700,7,7,1111,1,2,1,Normal,Reg,Detchd,116900
9000,7,9,1482,1,3,2,Normal,Reg,Detchd,143000
8280,6,5,932,1,2,1,Normal,IR1,Attchd,124000
17755,5,4,1466,1,3,2,Normal,Reg,Attchd,149900
14115,6,7,1811,1,2,2,Abnorml,IR1,Attchd,230000
5890,6,8,816,1,2,1,Normal,Reg,Detchd,120500
13700,7,6,1820,1,4,2,Normal,IR1,Attchd,201800
10768,5,8,1437,2,3,2,Normal,IR1,Attchd,218000
9350,5,8,1265,2,3,2,Normal,Reg,Attchd,179900
5001,7,5,1314,2,2,2,Normal,IR1,Attchd,230000
11932,8,5,1580,2,3,3,Partial,Reg,Attchd,235128
9120,6,6,1876,2,4,2,Normal,Reg,Attchd,185000
2280,6,5,1456,2,3,2,Normal,Reg,Attchd,146000
14778,6,7,1640,1,3,2,Normal,IR1,Detchd,224000
8724,5,5,894,1,3,2,Normal,Reg,Attchd,129000
12900,4,4,1258,0,0,2,Alloca,Reg,CarPort,108959
16157,5,7,1432,1,2,2,Normal,IR1,Attchd,194000
9541,7,5,1502,2,3,2,Partial,IR1,Attchd,233170
10475,8,5,1694,2,3,3,Normal,IR1,Attchd,245350
10852,6,5,1671,2,3,2,Normal,IR1,Attchd,173000
13728,6,7,2108,2,4,2,Normal,Reg,Basment,235000
35760,10,5,3627,3,4,3,Normal,IR1,Attchd,625000
9880,6,6,1118,1,3,1,Normal,Reg,Attchd,171000
9120,6,6,1261,1,3,2,Normal,Reg,Attchd,163000
4017,7,5,1250,2,2,2,Normal,IR1,Detchd,171900
18030,5,6,3086,3,3,0,Normal,IR1,NA,200500
16560,6,8,2345,2,4,2,Normal,IR1,Detchd,239000
10678,8,5,2872,2,4,2,Normal,Reg,Attchd,285000
6951,5,5,923,1,3,1,Normal,IR1,Attchd,119500
3950,6,8,1224,1,3,1,Normal,Reg,Detchd,115000
7681,5,6,1343,1,3,1,Normal,IR1,Detchd,154900
8335,5,5,1124,1,3,0,Normal,Reg,NA,93000
11170,7,5,2514,2,4,2,Normal,IR2,Attchd,250000
5587,8,5,1652,2,2,2,Partial,IR1,Attchd,392500
15623,10,5,4476,3,4,3,Abnorml,IR1,Attchd,745000
10800,5,6,1130,1,2,2,Normal,Reg,Detchd,120000
35133,5,4,1572,1,3,3,Normal,Reg,2Types,186700
9738,5,7,1221,1,4,1,Normal,Reg,Attchd,104900
10615,3,5,1699,2,3,2,Abnorml,IR1,CarPort,95000
12461,8,5,1624,2,2,3,Normal,Reg,Attchd,262000
8935,7,5,1660,2,3,2,Normal,IR1,Attchd,195000
7500,7,5,1804,2,3,2,Normal,Reg,Attchd,189000
32463,4,4,1622,1,3,4,Normal,Reg,2Types,168000
2645,8,5,1441,2,2,2,Normal,Reg,Detchd,174000
9600,5,8,1472,1,3,1,Normal,Reg,Detchd,125000
4500,6,5,1224,2,2,2,Normal,Reg,Attchd,165000
9364,6,7,1352,1,4,1,Normal,Reg,Attchd,158000
8029,6,5,1456,2,3,2,Normal,IR1,Attchd,176000
14054,7,5,1863,2,4,3,Partial,IR1,BuiltIn,219210
8850,7,6,1690,1,3,1,Normal,IR1,Detchd,144000
9100,7,5,1212,2,3,2,Normal,Reg,Attchd,178000
11235,4,5,1382,1,3,2,Normal,Reg,Attchd,148000
9353,4,5,864,1,3,1,Abnorml,Reg,Attchd,116050
10400,7,5,1779,2,3,2,Normal,Reg,Attchd,197900
6000,5,8,1348,1,3,1,Normal,Reg,Detchd,117000
9750,7,5,1630,2,3,2,Normal,Reg,Attchd,213000
10140,5,6,1074,1,3,2,Normal,Reg,Attchd,153500
14684,7,7,2196,2,3,3,Normal,IR1,Attchd,271900
8900,4,4,1056,1,2,1,Normal,Reg,Detchd,107000
9135,6,5,1700,2,3,2,Normal,Reg,Attchd,200000
7763,5,7,1283,1,3,2,Normal,Reg,Detchd,140000
10182,8,5,1660,2,3,2,Partial,IR1,Attchd,290000
11218,6,5,1845,2,3,2,Normal,Reg,Attchd,189000
12134,8,7,1752,2,4,2,Normal,IR1,Basment,164000
9340,4,6,672,1,2,1,Normal,Reg,Attchd,113000
10246,4,9,960,0,0,1,Normal,IR1,Attchd,145000
10205,5,5,999,1,3,1,Normal,IR1,Attchd,134500
7094,5,5,894,1,3,1,Normal,IR1,Detchd,125000
8930,6,5,1902,2,4,2,Normal,Reg,Attchd,112000
8640,8,5,1314,2,3,2,Partial,Reg,Attchd,229456
6240,4,5,912,1,2,0,Normal,Reg,NA,80500
1680,6,5,1218,1,3,0,Abnorml,Reg,NA,91500
7800,5,5,912,1,2,1,Abnorml,IR1,Attchd,115000
8250,5,5,1211,1,3,1,Normal,Reg,Attchd,134000
10496,6,6,1846,2,3,1,Normal,Reg,Attchd,143000
10680,5,3,2136,2,4,2,Normal,Reg,Detchd,137900
15384,7,5,1490,2,3,2,Normal,IR1,Attchd,184000
10482,6,8,1138,1,3,1,Normal,Reg,Attchd,145000
14598,6,5,1933,2,4,3,Normal,IR1,BuiltIn,214000
8872,5,8,912,1,2,2,Normal,Reg,Detchd,147000
8769,9,5,1702,1,1,3,Partial,Reg,Attchd,367294
7910,5,5,1507,2,4,1,Normal,Reg,Basment,127000
18890,5,5,2620,2,4,2,Normal,IR1,BuiltIn,190000
7728,5,6,1190,1,3,2,Normal,Reg,Attchd,132500
9842,4,5,1224,2,2,2,Normal,Reg,CarPort,101800
12160,5,5,1188,1,3,2,Abnorml,IR1,Attchd,142000
8525,5,6,1964,1,4,0,Abnorml,Reg,NA,130000
13132,5,5,1784,1,4,1,Normal,Reg,Detchd,138887
2628,7,5,1626,2,2,2,Normal,Reg,BuiltIn,175500
12393,7,5,1948,2,4,2,Normal,IR2,BuiltIn,195000
13072,6,5,1141,1,3,2,Abnorml,Reg,Detchd,142500
9037,8,5,1484,2,2,2,Normal,IR1,Attchd,265900
8158,7,5,1768,2,3,2,Normal,Reg,Attchd,224900
9849,7,6,1689,2,3,3,Partial,Reg,Attchd,248328
10625,7,6,1173,2,3,2,Family,Reg,Attchd,170000
13891,10,5,2076,2,2,3,Partial,Reg,Attchd,465000
11435,8,7,1517,1,3,2,Normal,IR1,Detchd,230000
12090,6,7,1868,3,3,2,Abnorml,Reg,BuiltIn,178000
8125,7,5,1553,2,3,2,Partial,Reg,Attchd,186500
12328,6,5,1034,1,3,3,Normal,IR1,Attchd,169900
9600,6,5,2058,1,3,2,Normal,Reg,Detchd,129500
7200,5,7,988,1,3,1,Normal,Reg,Attchd,119000
11160,7,5,2110,2,3,2,Normal,Reg,Attchd,244000
3136,7,5,1405,2,2,2,Normal,IR1,Attchd,171750
9858,5,6,874,1,3,1,Normal,Reg,Attchd,130000
17542,7,7,2167,2,3,2,Normal,IR1,Attchd,294000
6931,7,5,1656,2,3,2,Normal,Reg,BuiltIn,165400
6240,6,6,1367,1,3,1,Normal,Reg,Detchd,127500
14303,8,5,1987,2,2,2,Normal,IR1,Attchd,301500
4060,5,8,864,1,2,0,Normal,Reg,NA,99900
9587,7,5,1166,2,2,2,Normal,IR1,Attchd,190000
9750,6,8,1054,1,3,2,Normal,Reg,Attchd,151000
24682,6,5,1675,2,3,2,Normal,IR3,BuiltIn,181000
9600,5,6,1050,1,2,1,Normal,Reg,Attchd,128900
11250,4,5,1788,1,5,1,Normal,Reg,Attchd,161500
13515,6,6,1824,1,3,2,Normal,Reg,Detchd,180500
4060,6,5,1337,2,2,2,Abnorml,Reg,Attchd,181000
3735,7,5,1452,2,3,2,Normal,Reg,Detchd,183900
10120,7,4,1889,1,4,1,Normal,IR1,Detchd,122000
13214,9,5,2018,2,3,3,Normal,IR1,Attchd,378500
14100,8,9,3447,3,4,3,Normal,IR1,BuiltIn,381000
11344,5,5,1524,1,3,1,Normal,Reg,Attchd,144000
23595,7,6,1524,0,0,2,Normal,Reg,Attchd,260000
9156,6,7,1489,2,3,2,Normal,IR1,Attchd,185750
13526,5,6,935,1,3,1,Normal,IR1,Attchd,137000
11512,6,7,1357,1,2,1,Normal,IR1,Basment,177000
5362,5,6,1250,2,3,2,Normal,Reg,Detchd,139000
11345,5,5,1920,2,4,2,Normal,Reg,Detchd,137000
12936,6,6,1395,1,3,2,Normal,IR1,Attchd,162000
17871,6,5,1724,1,3,2,Normal,IR1,Attchd,197900
9473,8,5,2031,2,3,2,Normal,Reg,Attchd,237000
7500,4,4,1128,1,2,2,Abnorml,Reg,Detchd,68400
9808,7,5,1573,2,3,2,Normal,IR1,Attchd,227000
8049,7,5,1339,2,2,2,Normal,IR1,Attchd,180000
8800,5,7,1040,2,3,2,Normal,IR1,Detchd,150500
9400,6,5,1824,2,4,0,Normal,Reg,NA,139000
9638,6,7,2447,2,4,1,Normal,Reg,Detchd,169000
6000,6,6,1412,1,4,1,Normal,Reg,Detchd,132500
9790,6,5,1328,1,3,2,Normal,Reg,Attchd,143000
36500,5,5,1582,2,4,2,Normal,IR1,Attchd,190000
5664,8,5,1659,2,2,2,Normal,IR1,Attchd,278000
11065,8,5,1970,2,3,3,Partial,IR1,BuiltIn,281000
14112,5,7,1152,1,3,2,Normal,IR1,Attchd,180500
1680,5,7,1302,2,3,1,Normal,Reg,Detchd,119500
6600,5,4,2372,2,4,1,Normal,Reg,Attchd,107500
10140,7,5,1664,2,4,2,Normal,Reg,Attchd,162900
8172,5,7,864,1,2,2,Normal,Reg,Detchd,115000
8400,5,5,1052,1,3,1,Normal,Reg,Attchd,138500
8700,5,6,1128,2,3,2,Normal,Reg,Attchd,155000
3675,6,5,1072,2,2,2,Partial,Reg,Basment,140000
63887,10,5,5642,2,3,2,Partial,IR3,Attchd,160000
7500,5,7,1246,1,3,1,Normal,Reg,Attchd,154000
10762,7,5,1983,2,3,2,Normal,IR1,Attchd,225000
7500,6,7,1494,1,3,1,Normal,IR1,Attchd,177500
10120,8,5,2526,2,4,3,Normal,Reg,Attchd,290000
8688,7,5,1616,2,3,3,Normal,Reg,Attchd,232000
